Date,City,State,AQI,AQI_Category,PM2.5,PM10,NO2,SO2,CO,O3,NH3,Max_Temperature_C,Min_Temperature_C,Avg_Temperature_C,Humidity_Percent,Rainfall_mm,Wind_Speed_kmh,Wind_Direction,Atmospheric_Pressure_hPa,Visibility_km,Month,Season
2021-08-31,Kolkata,West Bengal,119,Moderate,50,72,41,28,2.84,41,14,27.5,12.6,20.1,94.2,2.2,0.8,NE,1017.64,7.8,8,Monsoon
2021-09-01,Kolkata,West Bengal,120,Moderate,54,74,27,30,2.62,37,17,31.5,22.6,27.0,100.0,30.69,3.6,W,1013.24,12.3,9,Monsoon
2021-09-02,Kolkata,West Bengal,99,Satisfactory,46,50,25,25,1.96,38,19,28.8,14.8,21.8,94.2,2.22,7.6,SE,1019.55,10.7,9,Monsoon
2021-09-03,Kolkata,West Bengal,73,Satisfactory,34,57,29,11,1.88,35,1,31.8,18.4,25.1,80.3,0.0,4.3,N,1015.37,6.3,9,Monsoon
2021-09-04,Kolkata,West Bengal,92,Satisfactory,35,27,23,13,1.36,24,8,33.4,23.9,28.7,100.0,0.1,7.7,S,1003.28,4.2,9,Monsoon
2021-09-05,Kolkata,West Bengal,81,Satisfactory,32,56,28,23,2.57,1,6,30.8,19.9,25.4,81.2,0.0,4.2,N,1014.42,10.1,9,Monsoon
2021-09-06,Kolkata,West Bengal,122,Moderate,27,50,37,21,1.28,41,22,27.2,13.7,20.5,88.8,0.0,6.5,W,1014.4,7.7,9,Monsoon
2021-09-07,Kolkata,West Bengal,59,Satisfactory,20,30,9,15,0.77,31,9,34.3,23.5,28.9,100.0,16.54,6.1,W,1011.15,10.0,9,Monsoon
2021-09-08,Kolkata,West Bengal,107,Moderate,32,33,42,22,2.08,66,7,24.5,14.0,19.2,100.0,0.0,3.4,N,998.82,7.2,9,Monsoon
2021-09-09,Kolkata,West Bengal,112,Moderate,32,81,35,28,1.2,49,17,24.8,14.5,19.6,100.0,23.59,5.3,NW,1012.39,8.1,9,Monsoon
2021-09-10,Kolkata,West Bengal,104,Moderate,31,74,24,28,1.48,53,14,30.0,15.4,22.7,100.0,0.0,9.2,NE,1026.15,11.0,9,Monsoon
2021-09-11,Kolkata,West Bengal,102,Moderate,40,75,33,24,1.52,34,26,25.2,14.9,20.0,97.6,0.0,9.9,NW,1020.26,12.6,9,Monsoon
2021-09-12,Kolkata,West Bengal,72,Satisfactory,15,67,26,17,2.4,34,4,26.5,18.2,22.3,95.7,8.64,7.1,N,1016.26,9.2,9,Monsoon
2021-09-13,Kolkata,West Bengal,97,Satisfactory,25,49,42,31,1.71,34,17,29.2,18.5,23.8,89.5,0.0,7.3,S,1015.82,9.5,9,Monsoon
2021-09-14,Kolkata,West Bengal,97,Satisfactory,54,63,23,21,1.27,50,11,31.2,22.1,26.6,100.0,0.0,3.0,SE,1025.48,10.8,9,Monsoon
2021-09-15,Kolkata,West Bengal,76,Satisfactory,26,29,13,12,1.53,19,10,25.6,13.5,19.5,79.6,0.0,7.6,N,1010.44,11.8,9,Monsoon
2021-09-16,Kolkata,West Bengal,91,Satisfactory,16,74,13,13,1.82,23,5,24.3,16.1,20.2,94.8,0.0,6.4,NE,1008.03,9.1,9,Monsoon
2021-09-17,Kolkata,West Bengal,87,Satisfactory,42,45,16,14,1.67,38,2,20.7,8.4,14.5,90.8,0.0,6.9,E,1017.05,8.4,9,Monsoon
2021-09-18,Kolkata,West Bengal,97,Satisfactory,30,63,21,16,1.97,21,15,29.4,15.8,22.6,97.1,0.0,9.4,SE,1004.56,11.4,9,Monsoon
2021-09-19,Kolkata,West Bengal,57,Satisfactory,29,38,8,11,0.34,7,10,24.6,10.8,17.7,95.6,0.0,1.6,SW,1018.51,11.6,9,Monsoon
2021-09-20,Kolkata,West Bengal,83,Satisfactory,20,49,47,12,1.54,42,21,22.0,11.9,16.9,84.3,0.0,5.0,SE,1019.45,12.1,9,Monsoon
2021-09-21,Kolkata,West Bengal,105,Moderate,41,64,36,14,2.19,32,7,23.6,14.8,19.2,100.0,0.0,0.0,SW,1019.38,11.6,9,Monsoon
2021-09-22,Kolkata,West Bengal,115,Moderate,32,82,38,26,3.08,39,10,27.7,15.1,21.4,81.2,0.0,5.2,W,1013.48,13.2,9,Monsoon
2021-09-23,Kolkata,West Bengal,85,Satisfactory,54,19,20,13,1.11,64,24,21.1,11.6,16.3,93.4,0.0,13.1,E,1000.71,8.0,9,Monsoon
2021-09-24,Kolkata,West Bengal,108,Moderate,32,63,36,13,2.43,40,22,21.2,11.1,16.1,87.8,0.0,7.5,NE,1004.45,10.5,9,Monsoon
2021-09-25,Kolkata,West Bengal,103,Moderate,33,39,25,27,1.94,38,12,26.3,14.8,20.5,100.0,0.0,0.0,N,1027.72,9.6,9,Monsoon
2021-09-26,Kolkata,West Bengal,106,Moderate,31,68,21,8,2.74,50,26,28.0,14.2,21.1,96.4,30.2,8.8,NW,1010.73,11.3,9,Monsoon
2021-09-27,Kolkata,West Bengal,102,Moderate,46,41,27,19,2.05,19,21,27.8,13.4,20.6,80.7,0.0,3.5,E,1055.0,11.0,9,Monsoon
2021-09-28,Kolkata,West Bengal,75,Satisfactory,30,35,14,15,1.02,12,19,22.7,10.1,16.4,89.9,3.4,0.6,W,1018.52,8.5,9,Monsoon
2021-09-29,Kolkata,West Bengal,105,Moderate,53,51,23,13,2.14,40,16,25.2,16.2,20.7,96.4,0.0,3.8,NW,1021.12,11.6,9,Monsoon
2021-09-30,Kolkata,West Bengal,141,Moderate,54,80,49,24,2.37,43,10,28.6,18.5,23.5,99.2,0.0,6.3,NE,1019.71,12.2,9,Monsoon
2021-10-01,Kolkata,West Bengal,134,Moderate,51,69,44,31,2.5,19,15,21.4,6.8,14.1,83.0,0.0,4.9,NE,1015.8,12.6,10,Post-Monsoon
2021-10-02,Kolkata,West Bengal,154,Moderate,56,104,38,23,2.88,41,27,27.8,18.1,23.0,86.7,0.0,8.2,SE,1016.44,8.6,10,Post-Monsoon
2021-10-03,Kolkata,West Bengal,155,Moderate,66,87,50,29,2.52,53,19,25.6,14.1,19.8,80.9,0.0,5.0,NW,1016.77,8.8,10,Post-Monsoon
2021-10-04,Kolkata,West Bengal,160,Moderate,52,111,50,26,3.63,58,20,24.6,13.8,19.2,93.5,0.0,3.4,N,1011.91,12.6,10,Post-Monsoon
2021-10-05,Kolkata,West Bengal,123,Moderate,55,87,28,32,2.05,49,18,21.7,12.7,17.2,75.2,0.0,5.3,NE,1027.86,8.9,10,Post-Monsoon
2021-10-06,Kolkata,West Bengal,110,Moderate,46,62,22,26,2.19,64,9,21.3,10.0,15.7,84.2,0.0,9.9,S,1023.22,5.9,10,Post-Monsoon
2021-10-07,Kolkata,West Bengal,115,Moderate,38,79,54,20,1.46,41,10,18.5,6.8,12.6,70.3,3.84,0.0,N,1011.14,11.7,10,Post-Monsoon
2021-10-08,Kolkata,West Bengal,164,Moderate,65,88,47,35,2.96,50,28,26.3,12.7,19.5,79.7,0.0,6.8,NW,1012.72,13.0,10,Post-Monsoon
2021-10-09,Kolkata,West Bengal,101,Moderate,29,50,47,21,1.32,33,13,23.3,10.2,16.8,69.8,0.0,11.1,W,1008.91,12.1,10,Post-Monsoon
2021-10-10,Kolkata,West Bengal,82,Satisfactory,33,27,15,15,2.52,19,21,17.7,9.1,13.4,87.9,0.0,5.8,SE,1013.21,14.2,10,Post-Monsoon
2021-10-11,Kolkata,West Bengal,123,Moderate,73,76,38,30,2.04,48,39,18.6,8.5,13.5,66.5,0.0,6.6,NW,1022.65,10.3,10,Post-Monsoon
2021-10-12,Kolkata,West Bengal,170,Moderate,50,95,51,35,3.25,60,26,20.4,7.0,13.7,87.2,0.0,4.4,E,1004.48,8.4,10,Post-Monsoon
2021-10-13,Kolkata,West Bengal,162,Moderate,53,91,44,32,2.74,56,24,21.2,9.9,15.5,72.2,0.0,10.4,SW,1018.4,12.3,10,Post-Monsoon
2021-10-14,Kolkata,West Bengal,148,Moderate,67,109,47,28,2.73,60,21,18.9,7.9,13.4,70.7,0.0,7.4,SE,1001.25,9.1,10,Post-Monsoon
2021-10-15,Kolkata,West Bengal,122,Moderate,50,56,37,18,2.27,52,21,20.3,9.7,15.0,88.2,0.0,10.1,SE,1022.65,7.5,10,Post-Monsoon
2021-10-16,Kolkata,West Bengal,126,Moderate,50,90,35,31,3.23,32,22,19.7,7.0,13.3,84.2,0.0,6.2,E,1007.45,11.3,10,Post-Monsoon
2021-10-17,Kolkata,West Bengal,114,Moderate,41,100,37,20,2.28,43,17,18.8,5.2,12.0,72.5,0.0,4.6,W,1015.02,11.2,10,Post-Monsoon
2021-10-18,Kolkata,West Bengal,130,Moderate,31,76,36,21,2.77,35,22,19.8,11.3,15.5,88.6,0.0,5.4,W,1015.96,10.6,10,Post-Monsoon
2021-10-19,Kolkata,West Bengal,136,Moderate,60,84,41,20,2.66,48,6,18.4,7.9,13.2,82.7,3.16,6.2,E,1023.26,10.8,10,Post-Monsoon
2021-10-20,Kolkata,West Bengal,156,Moderate,72,88,35,37,3.17,26,19,21.1,9.2,15.1,79.4,0.0,9.9,E,1005.54,12.2,10,Post-Monsoon
2021-10-21,Kolkata,West Bengal,98,Satisfactory,30,15,17,22,1.68,38,20,18.4,6.7,12.6,63.8,0.0,6.8,NE,998.52,9.9,10,Post-Monsoon
2021-10-22,Kolkata,West Bengal,122,Moderate,37,62,41,31,3.04,41,28,24.4,15.3,19.8,75.8,0.0,4.4,N,1015.63,14.0,10,Post-Monsoon
2021-10-23,Kolkata,West Bengal,91,Satisfactory,15,80,36,18,1.46,18,7,22.8,11.1,17.0,71.6,0.0,7.0,S,1015.07,14.3,10,Post-Monsoon
2021-10-24,Kolkata,West Bengal,146,Moderate,58,107,44,34,3.36,65,24,19.2,4.5,11.8,87.7,0.0,6.5,E,1005.44,9.8,10,Post-Monsoon
2021-10-25,Kolkata,West Bengal,110,Moderate,47,56,21,18,1.59,70,2,15.5,4.9,10.2,70.6,0.0,8.8,S,1002.52,15.0,10,Post-Monsoon
2021-10-26,Kolkata,West Bengal,122,Moderate,72,79,37,26,2.45,54,28,21.3,10.3,15.8,72.3,0.0,10.0,SE,1004.57,12.3,10,Post-Monsoon
2021-10-27,Kolkata,West Bengal,76,Satisfactory,31,65,25,16,0.99,37,8,21.6,10.8,16.2,72.7,0.0,3.0,NW,1011.53,6.0,10,Post-Monsoon
2021-10-28,Kolkata,West Bengal,123,Moderate,40,50,32,14,2.73,35,12,17.5,2.7,10.1,89.4,0.0,12.5,NW,1031.21,10.5,10,Post-Monsoon
2021-10-29,Kolkata,West Bengal,138,Moderate,51,64,38,22,2.07,34,20,15.4,7.3,11.4,83.0,0.0,7.8,SE,1003.4,12.1,10,Post-Monsoon
2021-10-30,Kolkata,West Bengal,124,Moderate,43,67,36,23,2.14,49,16,20.3,7.5,13.9,85.3,0.0,9.5,N,1011.3,14.0,10,Post-Monsoon
2021-10-31,Kolkata,West Bengal,123,Moderate,46,85,39,24,1.73,26,10,18.8,8.8,13.8,72.1,0.0,7.8,N,1023.24,14.8,10,Post-Monsoon
2021-11-01,Kolkata,West Bengal,180,Moderate,62,109,53,34,3.64,77,21,13.1,2.3,7.7,90.2,0.0,4.6,NE,1020.4,8.9,11,Post-Monsoon
2021-11-02,Kolkata,West Bengal,126,Moderate,45,77,46,28,2.64,40,31,19.1,5.2,12.2,85.7,0.0,6.8,NW,1030.05,15.0,11,Post-Monsoon
2021-11-03,Kolkata,West Bengal,167,Moderate,61,100,54,36,3.31,61,24,15.1,1.1,8.1,65.5,0.0,6.2,NE,1020.66,12.1,11,Post-Monsoon
2021-11-04,Kolkata,West Bengal,179,Moderate,68,101,45,42,3.71,52,19,17.8,4.7,11.3,70.6,0.0,2.4,W,1010.1,10.8,11,Post-Monsoon
2021-11-05,Kolkata,West Bengal,153,Moderate,59,70,50,39,3.87,57,17,19.6,7.1,13.4,81.2,0.0,4.2,W,1023.04,9.4,11,Post-Monsoon
2021-11-06,Kolkata,West Bengal,111,Moderate,47,61,42,15,2.32,48,16,12.8,-0.6,6.1,83.2,0.0,7.9,W,1029.55,11.5,11,Post-Monsoon
2021-11-07,Kolkata,West Bengal,133,Moderate,48,76,41,24,2.17,64,18,20.2,6.0,13.1,59.2,0.0,7.0,S,1023.67,12.8,11,Post-Monsoon
2021-11-08,Kolkata,West Bengal,174,Moderate,70,115,44,33,2.76,76,22,13.8,0.6,7.2,80.9,0.0,5.0,E,1000.02,10.0,11,Post-Monsoon
2021-11-09,Kolkata,West Bengal,154,Moderate,54,98,44,29,3.75,57,22,13.2,-1.7,5.8,90.3,0.0,11.6,NW,1010.38,14.9,11,Post-Monsoon
2021-11-10,Kolkata,West Bengal,122,Moderate,57,72,42,20,2.52,26,22,19.4,11.2,15.3,92.3,0.0,0.3,S,1013.5,9.5,11,Post-Monsoon
2021-11-11,Kolkata,West Bengal,162,Moderate,63,101,43,35,3.11,41,28,17.5,5.4,11.5,87.7,0.0,3.0,W,1005.83,10.6,11,Post-Monsoon
2021-11-12,Kolkata,West Bengal,214,Poor,82,151,71,42,4.21,75,31,19.0,5.4,12.2,73.3,0.0,6.4,E,1017.8,8.2,11,Post-Monsoon
2021-11-13,Kolkata,West Bengal,166,Moderate,65,75,50,29,3.13,40,19,10.6,-3.8,3.4,72.0,0.0,7.2,W,1006.54,12.5,11,Post-Monsoon
2021-11-14,Kolkata,West Bengal,155,Moderate,55,124,51,39,3.5,62,27,15.2,2.2,8.7,81.9,0.0,5.1,NW,1014.1,12.0,11,Post-Monsoon
2021-11-15,Kolkata,West Bengal,228,Poor,89,116,72,49,4.52,100,34,17.0,4.3,10.6,67.1,0.0,3.7,SW,1030.21,13.3,11,Post-Monsoon
2021-11-16,Kolkata,West Bengal,226,Poor,90,145,78,36,3.98,51,17,20.3,10.2,15.2,76.6,26.44,3.4,NW,1010.11,10.9,11,Post-Monsoon
2021-11-17,Kolkata,West Bengal,152,Moderate,55,62,42,26,3.38,46,24,20.1,5.1,12.6,80.8,0.0,5.9,NW,1036.24,10.5,11,Post-Monsoon
2021-11-18,Kolkata,West Bengal,185,Moderate,65,93,57,39,3.43,84,17,19.2,10.4,14.8,74.6,0.0,7.6,E,1018.69,13.2,11,Post-Monsoon
2021-11-19,Kolkata,West Bengal,197,Moderate,76,119,43,38,3.4,40,25,14.1,0.2,7.1,68.6,0.0,9.3,NW,1009.44,12.7,11,Post-Monsoon
2021-11-20,Kolkata,West Bengal,130,Moderate,37,32,41,26,2.52,32,7,17.2,5.6,11.4,100.0,0.0,4.2,SW,999.46,10.8,11,Post-Monsoon
2021-11-21,Kolkata,West Bengal,155,Moderate,62,95,38,25,3.28,58,28,20.3,9.0,14.6,79.7,0.0,6.5,NE,998.02,12.8,11,Post-Monsoon
2021-11-22,Kolkata,West Bengal,106,Moderate,44,46,28,22,1.79,67,16,19.7,7.7,13.7,92.0,0.0,3.9,SW,990.75,11.8,11,Post-Monsoon
2021-11-23,Kolkata,West Bengal,168,Moderate,88,100,59,36,2.86,52,31,14.6,2.9,8.8,100.0,0.0,4.3,N,979.4,13.2,11,Post-Monsoon
2021-11-24,Kolkata,West Bengal,167,Moderate,59,66,39,38,3.43,54,36,8.3,-4.8,1.7,96.0,0.0,7.8,NE,1037.23,10.7,11,Post-Monsoon
2021-11-25,Kolkata,West Bengal,100,Satisfactory,34,88,21,19,1.17,24,14,12.9,1.4,7.1,79.0,0.0,5.3,E,1007.21,13.7,11,Post-Monsoon
2021-11-26,Kolkata,West Bengal,170,Moderate,55,92,42,39,3.23,70,28,11.6,1.8,6.7,77.5,0.0,4.7,NW,1017.05,13.2,11,Post-Monsoon
2021-11-27,Kolkata,West Bengal,147,Moderate,72,90,61,34,2.43,53,21,19.1,10.9,15.0,65.7,0.0,7.3,S,1007.38,9.8,11,Post-Monsoon
2021-11-28,Kolkata,West Bengal,109,Moderate,33,65,41,21,2.68,18,20,14.2,2.4,8.3,81.2,0.0,4.9,NW,1010.89,12.5,11,Post-Monsoon
2021-11-29,Kolkata,West Bengal,118,Moderate,39,53,43,15,1.79,22,11,16.4,5.0,10.7,71.9,0.0,7.6,NW,1016.87,13.0,11,Post-Monsoon
2021-11-30,Kolkata,West Bengal,161,Moderate,63,83,49,31,3.29,62,20,15.3,2.2,8.8,93.8,0.0,1.7,NW,1016.8,11.7,11,Post-Monsoon
2021-12-01,Kolkata,West Bengal,126,Moderate,40,57,34,31,1.92,50,25,20.6,9.7,15.1,59.1,0.0,2.7,SW,1001.44,9.8,12,Winter
2021-12-02,Kolkata,West Bengal,205,Poor,79,135,58,39,3.91,64,30,15.0,1.5,8.3,62.1,0.0,5.8,NE,1018.2,12.6,12,Winter
2021-12-03,Kolkata,West Bengal,186,Moderate,67,91,54,38,3.39,57,27,16.4,3.7,10.0,97.4,0.0,8.8,NE,1000.55,15.0,12,Winter
2021-12-04,Kolkata,West Bengal,141,Moderate,43,91,41,28,2.48,32,16,16.2,1.6,8.9,68.0,0.0,7.6,W,988.64,13.3,12,Winter
2021-12-05,Kolkata,West Bengal,104,Moderate,51,68,37,22,1.93,57,10,17.6,3.9,10.7,64.6,0.0,6.1,W,1004.4,10.8,12,Winter
2021-12-06,Kolkata,West Bengal,218,Poor,88,134,61,37,3.95,80,44,15.2,6.2,10.7,77.9,0.0,0.3,E,1013.77,14.3,12,Winter
2021-12-07,Kolkata,West Bengal,182,Moderate,76,117,63,28,3.71,33,18,15.1,0.7,7.9,83.1,0.0,2.4,E,1006.58,15.0,12,Winter
2021-12-08,Kolkata,West Bengal,211,Poor,108,129,63,42,4.53,93,27,16.3,1.5,8.9,80.2,0.0,4.8,SW,1011.22,13.0,12,Winter
2021-12-09,Kolkata,West Bengal,167,Moderate,83,99,55,31,4.06,36,28,18.7,6.4,12.5,75.1,0.0,5.6,E,1012.72,10.3,12,Winter
2021-12-10,Kolkata,West Bengal,157,Moderate,63,66,52,25,3.39,65,20,15.6,2.5,9.0,69.0,0.0,9.0,W,1016.2,13.9,12,Winter
2021-12-11,Kolkata,West Bengal,152,Moderate,53,110,52,37,2.42,21,26,22.9,14.0,18.4,87.6,0.0,6.6,N,1006.66,11.9,12,Winter
2021-12-12,Kolkata,West Bengal,208,Poor,99,111,60,46,3.97,78,31,17.4,4.8,11.1,77.9,0.0,9.2,E,1019.87,13.3,12,Winter
2021-12-13,Kolkata,West Bengal,197,Moderate,82,111,67,43,3.07,72,30,11.9,1.5,6.7,73.5,0.0,8.3,N,1018.39,11.1,12,Winter
2021-12-14,Kolkata,West Bengal,90,Satisfactory,33,21,40,17,1.38,34,6,17.9,9.3,13.6,93.1,0.0,9.4,W,1007.68,10.7,12,Winter
2021-12-15,Kolkata,West Bengal,227,Poor,78,156,72,49,4.85,85,35,18.3,5.0,11.7,93.5,0.0,6.3,S,1027.74,9.6,12,Winter
2021-12-16,Kolkata,West Bengal,212,Poor,70,134,54,40,4.46,89,34,15.5,6.1,10.8,74.6,0.0,8.9,W,1018.89,8.9,12,Winter
2021-12-17,Kolkata,West Bengal,151,Moderate,66,82,49,35,2.86,63,14,16.1,6.2,11.2,98.7,0.0,2.2,N,1017.48,11.0,12,Winter
2021-12-18,Kolkata,West Bengal,153,Moderate,63,103,52,30,3.4,41,12,18.9,5.5,12.2,89.3,0.0,8.9,NE,991.72,7.4,12,Winter
2021-12-19,Kolkata,West Bengal,170,Moderate,70,89,50,29,3.33,65,28,19.9,9.1,14.5,73.1,0.0,8.2,SE,1024.37,12.0,12,Winter
2021-12-20,Kolkata,West Bengal,150,Moderate,50,89,39,30,3.12,60,22,18.2,6.9,12.6,88.2,0.0,4.6,SW,1020.26,10.5,12,Winter
2021-12-21,Kolkata,West Bengal,210,Poor,72,114,61,44,4.26,69,31,11.1,-2.5,4.3,93.3,0.0,9.0,N,1035.44,13.8,12,Winter
2021-12-22,Kolkata,West Bengal,181,Moderate,73,88,49,37,3.64,50,27,17.3,5.8,11.5,76.8,0.0,3.4,SE,1016.4,15.0,12,Winter
2021-12-23,Kolkata,West Bengal,216,Poor,89,150,66,42,4.81,61,35,16.5,7.3,11.9,80.9,0.0,6.9,W,1025.01,10.3,12,Winter
2021-12-24,Kolkata,West Bengal,124,Moderate,51,91,45,28,2.39,26,14,15.5,3.5,9.5,76.8,0.0,5.8,NE,994.05,11.7,12,Winter
2021-12-25,Kolkata,West Bengal,63,Satisfactory,27,39,20,20,1.61,34,12,16.9,2.1,9.5,71.9,8.5,3.2,N,1015.88,13.1,12,Winter
2021-12-26,Kolkata,West Bengal,168,Moderate,65,119,39,36,3.69,70,25,16.8,2.7,9.8,86.1,2.1,7.9,SE,1015.03,8.2,12,Winter
2021-12-27,Kolkata,West Bengal,188,Moderate,71,98,50,34,3.52,60,23,16.9,2.6,9.7,75.2,0.0,8.1,NW,998.61,11.0,12,Winter
2021-12-28,Kolkata,West Bengal,169,Moderate,72,100,57,30,3.39,48,32,18.6,6.4,12.5,70.4,0.0,7.5,W,989.46,11.0,12,Winter
2021-12-29,Kolkata,West Bengal,190,Moderate,95,119,53,37,4.4,43,28,15.7,6.4,11.0,66.4,0.0,5.2,W,1023.49,10.6,12,Winter
2021-12-30,Kolkata,West Bengal,204,Poor,78,146,58,31,4.74,70,29,17.3,9.1,13.2,95.4,0.0,6.0,E,1023.53,15.0,12,Winter
2021-12-31,Kolkata,West Bengal,138,Moderate,46,76,41,24,2.5,66,6,15.2,1.2,8.2,84.5,0.0,3.7,S,1018.14,9.7,12,Winter
2022-01-01,Kolkata,West Bengal,110,Moderate,56,43,45,27,2.0,38,14,16.2,3.0,9.6,74.1,0.0,4.8,NW,1000.94,8.9,1,Winter
2022-01-02,Kolkata,West Bengal,122,Moderate,51,85,40,21,2.58,26,17,19.7,5.6,12.7,68.4,10.72,4.3,NE,1019.97,12.4,1,Winter
2022-01-03,Kolkata,West Bengal,205,Poor,86,119,72,39,3.69,77,37,15.3,1.7,8.5,75.4,0.0,1.8,W,1017.3,10.9,1,Winter
2022-01-04,Kolkata,West Bengal,170,Moderate,55,124,49,32,3.18,42,31,15.3,7.2,11.3,61.8,0.0,5.2,NW,1013.62,9.7,1,Winter
2022-01-05,Kolkata,West Bengal,144,Moderate,51,75,42,17,3.22,51,25,15.0,1.4,8.2,78.5,0.0,9.0,NE,1019.77,8.5,1,Winter
2022-01-06,Kolkata,West Bengal,127,Moderate,48,65,31,27,2.15,51,26,13.5,5.4,9.4,83.6,0.0,4.8,NW,1015.75,9.6,1,Winter
2022-01-07,Kolkata,West Bengal,148,Moderate,65,94,31,22,2.74,52,34,16.1,6.7,11.4,70.1,0.0,8.2,NW,1024.78,13.5,1,Winter
2022-01-08,Kolkata,West Bengal,88,Satisfactory,51,48,15,20,2.61,22,21,19.7,5.0,12.3,85.9,0.0,3.5,NE,1011.23,10.5,1,Winter
2022-01-09,Kolkata,West Bengal,148,Moderate,70,98,20,34,3.4,66,6,10.0,-4.3,2.9,86.7,0.0,12.4,SW,999.81,15.0,1,Winter
2022-01-10,Kolkata,West Bengal,156,Moderate,76,85,63,29,3.07,61,29,19.3,10.2,14.8,76.5,0.0,3.6,W,994.55,9.8,1,Winter
2022-01-11,Kolkata,West Bengal,183,Moderate,73,100,48,29,3.84,46,45,13.3,4.5,8.9,80.7,6.71,11.5,SE,1017.4,13.9,1,Winter
2022-01-12,Kolkata,West Bengal,132,Moderate,52,64,44,26,2.2,35,23,16.8,2.9,9.8,74.6,0.0,3.6,W,1018.26,8.7,1,Winter
2022-01-13,Kolkata,West Bengal,177,Moderate,72,121,43,38,2.74,43,29,16.9,3.3,10.1,73.5,0.0,3.8,NW,1015.75,9.0,1,Winter
2022-01-14,Kolkata,West Bengal,221,Poor,95,106,68,38,3.73,67,32,17.3,5.0,11.2,68.1,0.0,0.5,SE,1019.29,11.5,1,Winter
2022-01-15,Kolkata,West Bengal,196,Moderate,73,129,64,45,4.11,91,35,16.8,1.9,9.4,85.5,0.0,8.4,NW,1032.17,12.3,1,Winter
2022-01-16,Kolkata,West Bengal,170,Moderate,62,120,66,43,2.8,62,31,22.0,7.0,14.5,62.7,0.0,5.5,S,1029.47,14.3,1,Winter
2022-01-17,Kolkata,West Bengal,173,Moderate,69,122,48,20,4.33,51,21,18.5,9.8,14.2,72.4,0.0,10.4,E,1030.75,10.2,1,Winter
2022-01-18,Kolkata,West Bengal,139,Moderate,43,99,39,26,3.12,42,15,16.4,3.1,9.8,91.0,0.0,6.1,NW,1008.83,10.5,1,Winter
2022-01-19,Kolkata,West Bengal,119,Moderate,55,69,19,20,2.82,52,21,19.6,8.3,14.0,80.7,0.0,11.9,E,1002.3,11.6,1,Winter
2022-01-20,Kolkata,West Bengal,121,Moderate,58,85,32,21,2.23,46,16,18.2,4.1,11.2,67.3,0.0,6.3,E,1021.5,10.4,1,Winter
2022-01-21,Kolkata,West Bengal,179,Moderate,72,106,51,41,4.2,44,26,13.7,3.9,8.8,74.3,0.0,6.1,N,1020.0,11.9,1,Winter
2022-01-22,Kolkata,West Bengal,165,Moderate,55,94,44,33,3.58,42,17,17.3,3.9,10.6,87.2,0.0,0.0,E,1005.36,11.5,1,Winter
2022-01-23,Kolkata,West Bengal,151,Moderate,66,49,44,30,3.53,47,15,13.6,2.5,8.1,70.8,0.0,6.7,SE,1027.49,8.6,1,Winter
2022-01-24,Kolkata,West Bengal,207,Poor,76,135,52,38,4.32,82,36,17.9,2.9,10.4,95.9,0.0,3.5,W,1004.08,12.6,1,Winter
2022-01-25,Kolkata,West Bengal,175,Moderate,67,90,52,33,3.02,41,25,22.9,13.5,18.2,86.9,0.0,3.9,W,1033.27,13.5,1,Winter
2022-01-26,Kolkata,West Bengal,174,Moderate,71,124,52,36,2.91,40,37,14.2,5.4,9.8,99.1,0.0,3.4,N,1013.7,11.0,1,Winter
2022-01-27,Kolkata,West Bengal,191,Moderate,77,102,46,47,3.94,75,24,15.3,5.3,10.3,83.8,0.0,7.8,E,1018.75,9.7,1,Winter
2022-01-28,Kolkata,West Bengal,198,Moderate,64,102,66,40,3.87,57,34,15.9,1.5,8.7,71.8,0.0,4.3,NW,1015.03,11.8,1,Winter
2022-01-29,Kolkata,West Bengal,136,Moderate,59,91,53,29,2.97,70,25,22.3,8.9,15.6,72.9,0.0,9.5,N,987.02,12.9,1,Winter
2022-01-30,Kolkata,West Bengal,147,Moderate,41,86,39,31,2.18,35,28,17.8,8.1,12.9,78.5,3.95,9.1,N,1015.63,10.0,1,Winter
2022-01-31,Kolkata,West Bengal,168,Moderate,79,96,54,36,2.93,62,29,19.4,9.3,14.4,68.6,0.0,7.0,SW,1020.09,12.4,1,Winter
2022-02-01,Kolkata,West Bengal,146,Moderate,53,81,45,27,3.55,29,13,18.2,8.1,13.2,86.0,0.0,4.7,W,1026.02,14.4,2,Winter
2022-02-02,Kolkata,West Bengal,148,Moderate,55,88,49,33,2.78,39,23,17.3,5.8,11.5,80.3,0.0,9.9,W,1023.82,10.9,2,Winter
2022-02-03,Kolkata,West Bengal,145,Moderate,75,104,53,33,3.13,61,27,20.6,11.4,16.0,88.9,0.0,0.0,SW,1013.93,10.1,2,Winter
2022-02-04,Kolkata,West Bengal,107,Moderate,50,73,30,22,1.8,45,7,18.3,3.4,10.8,67.0,0.0,9.1,N,1019.25,10.0,2,Winter
2022-02-05,Kolkata,West Bengal,163,Moderate,76,106,47,37,3.29,47,24,20.9,8.9,14.9,71.3,0.0,7.2,NW,1006.44,10.7,2,Winter
2022-02-06,Kolkata,West Bengal,155,Moderate,74,103,51,36,2.61,62,18,23.5,10.1,16.8,85.4,0.0,8.1,S,1015.12,9.3,2,Winter
2022-02-07,Kolkata,West Bengal,127,Moderate,55,77,31,24,2.02,30,28,24.9,16.3,20.6,90.6,0.0,1.5,NE,1000.43,9.7,2,Winter
